"","TCGA-3X-AAV9-01","TCGA-3X-AAVA-01","TCGA-3X-AAVB-01","TCGA-3X-AAVC-01","TCGA-3X-AAVE-01","TCGA-4G-AAZO-01","TCGA-4G-AAZT-01","TCGA-W5-AA2G-01","TCGA-W5-AA2H-01","TCGA-W5-AA2I-01","TCGA-W5-AA2I-11","TCGA-W5-AA2O-01","TCGA-W5-AA2Q-01","TCGA-W5-AA2Q-11","TCGA-W5-AA2R-01","TCGA-W5-AA2R-11","TCGA-W5-AA2T-01","TCGA-W5-AA2U-01","TCGA-W5-AA2U-11","TCGA-W5-AA2W-01","TCGA-W5-AA2X-01","TCGA-W5-AA2X-11","TCGA-W5-AA2Z-01","TCGA-W5-AA30-01","TCGA-W5-AA30-11","TCGA-W5-AA31-01","TCGA-W5-AA31-11","TCGA-W5-AA33-01","TCGA-W5-AA34-01","TCGA-W5-AA34-11","TCGA-W5-AA36-01","TCGA-W5-AA38-01","TCGA-W5-AA39-01","TCGA-W6-AA0S-01","TCGA-WD-A7RX-01","TCGA-YR-A95A-01","TCGA-ZD-A8I3-01","TCGA-ZH-A8Y1-01","TCGA-ZH-A8Y2-01","TCGA-ZH-A8Y4-01","TCGA-ZH-A8Y5-01","TCGA-ZH-A8Y6-01","TCGA-ZH-A8Y8-01","TCGA-ZU-A8S4-01","TCGA-ZU-A8S4-11"
"hsa-miR-493-3p",76,18,74,11,8,127,31,28,3,104,9,11,2,46,4,8,40,10,5,535,21,29,34,8,45,230,16,27,49,4,14,35,11,5,14,47,46,43,57,10,25,11,235,70,26
"hsa-miR-432-5p",132,20,132,31,8,181,27,33,8,138,14,23,2,64,9,31,50,20,26,542,25,44,85,14,77,554,24,42,87,15,47,91,19,11,28,68,81,58,174,14,32,31,432,132,81
"hsa-miR-432-3p",0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,2,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0
"hsa-miR-494-5p",0,1,0,0,2,1,1,2,0,0,0,0,0,0,1,0,0,0,0,3,0,0,3,0,2,3,0,1,2,0,1,3,0,2,1,0,0,3,0,0,0,0,3,3,1
"hsa-miR-494-3p",11,3,25,3,3,29,3,6,1,27,0,2,0,8,3,3,9,1,1,23,2,9,12,1,9,34,6,5,18,5,7,11,2,2,5,9,15,4,8,4,5,3,44,17,6
"hsa-miR-495-5p",1,1,1,0,0,6,1,1,0,2,0,0,0,2,0,0,1,0,1,11,1,0,1,0,1,1,0,0,1,0,1,2,0,0,1,1,3,2,0,0,0,0,7,0,1
"hsa-miR-495-3p",64,23,95,31,10,580,47,50,4,112,15,20,10,82,23,33,46,39,25,1239,31,54,86,25,74,462,22,53,143,33,36,94,24,27,43,79,111,83,101,26,60,25,267,123,61
"hsa-miR-496",14,5,22,7,3,17,9,10,4,30,2,3,3,17,2,5,16,4,9,45,12,14,11,2,7,117,5,7,19,7,16,6,0,2,5,26,10,5,10,4,7,7,27,26,17
"hsa-miR-193b-5p",13,8,22,6,22,9,40,17,8,43,60,17,10,74,26,125,9,22,66,7,20,82,14,8,64,21,93,7,20,57,20,149,35,45,18,22,94,19,41,11,9,187,22,12,174
"hsa-miR-193b-3p",144,200,337,159,265,179,469,121,143,1112,384,204,110,604,201,596,143,667,359,60,489,692,197,132,555,204,592,76,331,281,100,1241,331,502,257,243,1141,334,374,160,188,1883,203,201,1302
"hsa-miR-497-5p",114,57,167,38,46,46,234,39,140,157,59,27,368,214,91,146,689,89,132,73,34,187,100,153,232,62,84,114,45,69,40,46,21,55,116,95,49,172,78,47,292,233,149,19,193
"hsa-miR-497-3p",2,6,3,1,1,1,4,1,3,4,2,0,5,4,4,3,7,1,2,2,0,4,7,9,9,1,4,4,0,0,1,0,1,2,7,2,1,3,1,0,3,14,2,0,4
"hsa-miR-181d-5p",162,112,159,27,89,219,171,28,81,757,5,56,194,30,90,24,602,51,25,112,130,42,200,69,29,155,16,80,215,9,38,87,15,113,108,109,301,236,188,94,638,80,334,209,53
"hsa-miR-181d-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"hsa-miR-512-5p",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,4,1,0,0
"hsa-miR-512-3p",0,5,2,0,0,2,0,0,0,5,0,2,3,0,0,0,0,0,0,0,0,0,2,0,1,4,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,5,1,1,0
"hsa-miR-498",0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"hsa-miR-520e",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-515-5p",0,2,5,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,6,3,0,0
"hsa-miR-515-3p",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-519e-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-519e-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-520f-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-520f-3p",0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
"hsa-miR-519c-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-519c-3p",0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"hsa-miR-520a-5p",0,2,2,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,3,2,0,0
"hsa-miR-520a-3p",0,2,4,0,0,5,0,0,1,2,2,3,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,10,8,0,0
"hsa-miR-526b-5p",1,22,31,0,0,38,0,0,2,28,0,10,0,0,0,0,0,1,0,0,0,0,28,19,0,0,0,0,0,0,0,0,0,20,17,0,0,0,0,0,0,36,30,0,0
"hsa-miR-526b-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"hsa-miR-519b-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-519b-3p",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
"hsa-miR-525-5p",0,2,3,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,5,3,0,0
"hsa-miR-525-3p",0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"hsa-miR-523-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-523-3p",0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0
"hsa-miR-518f-5p",0,0,0,0,0,1,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0
"hsa-miR-518f-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"hsa-miR-520b",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"hsa-miR-518b",1,8,5,0,0,5,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,1,4,0,1,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,9,6,0,0
"hsa-miR-526a",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-520c-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-520c-3p",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"hsa-miR-518c-5p",0,5,3,0,0,8,0,0,1,8,0,3,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,8,4,0,0,0,0,0,0,12,6,0,0
"hsa-miR-518c-3p",0,3,3,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,3,3,0,0
"hsa-miR-524-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0
"hsa-miR-524-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
"hsa-miR-517-5p",0,3,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,6,0,0
"hsa-miR-517a-3p",0,15,10,0,0,12,0,0,1,11,0,7,0,0,0,0,0,0,0,0,0,1,9,15,0,0,0,0,0,0,0,0,0,12,4,1,0,0,0,0,0,16,13,2,0
"hsa-miR-519d-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"hsa-miR-519d-3p",0,3,5,0,0,8,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,7,4,0,0
"hsa-miR-521",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"hsa-miR-520d-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
"hsa-miR-520d-3p",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,3,1,0,0
"hsa-miR-517b-3p",0,15,10,0,0,12,0,0,1,11,0,7,0,0,0,0,0,0,0,0,0,1,9,15,0,0,0,0,0,0,0,0,0,12,4,1,0,0,0,0,0,16,13,2,0
"hsa-miR-520g-5p",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-520g-3p",0,2,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,1,0,0,0
"hsa-miR-516b-5p",0,5,4,0,0,8,0,0,0,8,0,2,0,0,0,0,0,0,0,0,0,0,6,2,0,0,0,0,0,0,0,0,0,5,6,0,0,0,0,0,0,6,4,1,0
"hsa-miR-516b-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-518e-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-518e-3p",0,2,0,0,0,2,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
"hsa-miR-518a-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
"hsa-miR-518a-3p",0,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,0,0
"hsa-miR-518d-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-518d-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-517c-3p",0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0
"hsa-miR-520h",0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"hsa-miR-522-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-522-3p",1,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"hsa-miR-519a-5p",1,4,6,0,0,2,0,0,1,1,0,1,23,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,1,3,5,0,0,0,0,0,0,10,4,0,0
"hsa-miR-519a-3p",0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,2,3,0,0
"hsa-miR-527",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
"hsa-miR-516a-5p",10,17,10,0,0,8,0,0,0,8,0,7,4,1,0,0,0,0,0,0,0,0,10,7,0,0,0,0,0,0,0,0,0,7,11,0,0,0,0,0,0,17,20,0,0
"hsa-miR-516a-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-499a-5p",1,1,0,1,0,1,2,0,2,2,0,1,0,1,0,4,9,0,0,2,3,1,1,0,1,0,0,1,0,1,1,0,1,1,0,0,0,0,1,1,1,0,5,1,4
"hsa-miR-499a-3p",0,4,0,0,0,0,0,0,2,0,1,0,1,0,0,1,6,0,1,0,1,1,0,1,4,0,0,0,0,3,0,0,0,0,0,0,2,0,1,0,0,0,1,0,3
"hsa-miR-500a-5p",35,8,26,39,12,20,15,12,16,49,6,7,14,12,6,12,29,21,18,16,7,27,27,28,13,11,16,13,12,14,9,24,11,19,5,12,8,16,16,15,15,19,38,9,31
"hsa-miR-500a-3p",1499,545,966,1260,683,333,834,575,871,995,339,201,542,814,449,707,1935,793,708,357,587,715,630,1732,1006,638,649,475,471,672,296,687,575,410,1060,362,343,462,1440,498,469,1486,971,555,1135
"hsa-miR-501-5p",32,11,28,36,12,12,15,3,11,44,2,2,6,10,9,8,24,18,5,5,5,5,7,10,6,7,3,6,5,2,0,17,9,4,11,13,6,21,18,8,9,26,43,11,15
"hsa-miR-501-3p",201,67,131,216,99,33,86,111,163,127,42,26,59,137,84,120,268,126,111,69,80,121,63,143,154,140,138,74,55,108,40,158,135,48,108,92,60,92,19,87,58,188,121,94,215
"hsa-miR-502-5p",6,7,12,6,6,7,5,5,7,13,2,1,7,7,4,1,8,5,4,5,2,5,4,11,4,5,0,5,4,5,3,7,4,2,14,4,3,5,5,0,1,6,13,4,5
"hsa-miR-502-3p",37,18,29,45,17,27,38,16,36,62,10,9,22,35,22,26,77,38,26,24,15,36,21,26,34,23,24,15,15,19,10,53,25,16,21,40,25,40,38,21,22,32,55,22,52
"hsa-miR-450a-2-3p",1,0,1,0,0,0,4,0,0,1,1,0,0,2,0,1,0,1,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"hsa-miR-503-5p",33,26,33,9,9,32,15,19,8,96,3,24,1,45,17,10,29,20,9,13,14,27,21,34,22,14,14,13,5,10,15,9,6,18,113,34,12,2,21,10,9,98,20,22,35
"hsa-miR-503-3p",1,0,2,4,1,0,3,8,1,3,3,2,1,8,6,5,1,6,6,0,3,2,2,4,11,5,3,8,1,2,3,3,0,1,5,8,2,2,6,0,0,2,1,3,9
"hsa-miR-504-5p",2,2,1,0,2,5,6,3,11,2,0,0,14,1,2,6,1,8,6,0,13,6,12,8,5,5,0,1,5,3,0,2,6,0,0,5,2,8,1,1,44,5,2,5,7
"hsa-miR-504-3p",0,0,0,0,1,0,0,2,0,0,0,0,4,0,0,0,0,2,0,0,1,0,0,0,0,1,0,0,1,0,0,0,5,0,0,3,0,0,0,1,1,0,0,0,0
"hsa-miR-505-5p",39,38,37,28,20,17,40,18,37,26,54,13,9,43,26,66,20,26,27,17,17,37,30,40,67,15,69,15,18,97,18,21,10,29,40,9,10,22,44,17,30,17,23,17,85
"hsa-miR-505-3p",105,117,177,198,172,96,227,102,256,165,365,65,88,378,132,543,161,145,248,61,139,664,108,190,436,152,504,152,77,658,133,100,57,107,234,111,105,142,250,115,148,70,110,133,965
"hsa-miR-513a-5p",0,0,0,0,2,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
"hsa-miR-513a-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-506-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-506-3p",1,0,1,3,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-507",0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-508-5p",1,0,4,3,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,1
"hsa-miR-508-3p",17,9,91,49,16,1,7,14,335,6,0,2,8,6,4,8,12,3,1,3,7,2,2,5,76,3,1,3,0,3,0,0,29,6,4,0,0,2,8,3,9,3,4,6,4
"hsa-miR-509-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-509-3p",1,5,18,37,9,0,2,3,72,1,0,1,3,0,0,3,2,1,0,1,6,2,1,0,12,1,0,3,0,1,0,0,12,0,1,0,1,1,2,1,1,0,0,2,4
"hsa-miR-510-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-510-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-514a-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-514a-3p",13,1,27,4,5,1,3,0,69,3,1,0,2,0,2,1,10,0,0,7,2,3,4,2,31,2,0,2,1,3,0,0,19,2,3,0,0,1,3,1,13,2,3,2,9
"hsa-miR-532-5p",3416,1939,2817,8070,3063,1131,4495,1828,3325,5106,1508,1023,3260,6006,2781,3356,9741,4018,2968,2758,2577,3561,2113,2629,4465,4462,3105,2763,3423,3313,1294,5218,4974,1417,2004,2724,1621,3548,6622,2254,3863,3695,8052,2232,6714
"hsa-miR-532-3p",59,53,97,247,128,57,209,73,118,161,64,36,247,125,118,97,459,144,92,69,104,163,95,193,175,131,128,77,175,116,77,235,179,34,121,91,98,118,327,89,142,159,136,85,184
"hsa-miR-455-5p",71,250,150,65,151,203,461,95,101,511,166,130,383,651,252,562,681,240,341,685,121,297,229,102,475,491,342,206,790,378,179,215,100,148,242,330,177,288,245,149,483,189,374,134,712
"hsa-miR-455-3p",52,1385,500,801,2879,696,2564,1726,982,1495,3541,950,6554,7903,3008,8622,6398,2108,5874,3221,1277,5514,923,1132,9997,3954,4875,1498,6844,9273,2607,1683,1245,1178,1404,1772,1521,1093,4630,989,4954,894,908,1142,7125
"hsa-miR-539-5p",24,21,79,31,23,217,20,38,9,35,15,13,9,28,11,19,47,25,11,428,20,26,62,18,33,221,11,31,48,18,44,110,15,18,16,34,58,35,137,17,48,25,57,90,23
"hsa-miR-539-3p",9,1,17,5,2,33,4,4,0,17,3,1,0,10,0,3,6,6,1,89,5,10,5,3,5,24,4,5,14,5,8,12,0,0,5,9,10,3,5,2,4,1,39,13,6
"hsa-miR-544a",1,0,1,0,0,2,0,0,0,0,0,0,0,1,0,0,2,0,0,4,0,1,1,0,1,2,2,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,4,0,2
"hsa-miR-545-5p",1,1,3,3,4,1,0,1,1,0,0,0,1,1,0,2,0,0,0,0,2,0,0,2,2,2,1,0,0,3,1,2,0,0,3,0,0,4,3,0,0,2,1,2,1
"hsa-miR-545-3p",0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"hsa-miR-376a-2-5p",1,1,0,1,0,6,2,0,0,5,1,0,1,1,0,0,2,0,2,3,2,4,3,0,0,10,2,1,1,0,1,3,0,1,1,3,1,1,1,2,1,0,3,6,1
"hsa-miR-487b-5p",2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,1,0,0,0,0,1,0,0,2,0,2,0,1,3,1,0,0,1,1,2
"hsa-miR-487b-3p",62,22,93,27,11,199,34,27,5,96,13,7,7,43,11,21,56,18,20,274,23,33,57,12,43,165,21,35,77,13,28,40,19,20,17,61,58,48,85,15,23,24,113,72,44
"hsa-miR-551a",0,1,0,8,0,0,1,1,3,2,0,0,1,1,0,1,0,1,1,0,0,1,3,1,0,1,1,0,1,1,0,1,3,0,1,0,1,1,1,1,1,0,1,1,3
"hsa-miR-552-5p",19,1,2,646,2,32,2,0,0,0,0,0,0,7,0,8,56,3,1,0,485,0,2,11,7,0,2,0,0,1,1,0,5,0,0,2,2,0,3,6,3,0,6,3,0
"hsa-miR-552-3p",2,0,0,377,0,7,1,0,0,1,0,0,0,7,0,3,33,0,2,0,202,1,1,5,2,1,2,2,1,0,2,0,4,1,0,1,0,1,1,2,1,0,0,0,1
"hsa-miR-553",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-554",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-92b-5p",0,0,1,0,0,1,3,0,0,3,0,1,2,0,0,0,0,0,0,2,0,0,3,5,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,1,0,3,4,0
"hsa-miR-92b-3p",239,78,322,256,136,124,247,44,112,380,12,52,609,74,143,29,542,361,25,522,741,60,349,618,81,189,14,105,342,14,82,38,173,434,372,198,303,695,155,324,598,55,830,266,44
"hsa-miR-555",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-556-5p",0,0,1,0,0,0,1,0,0,1,1,0,2,5,0,6,1,0,3,0,3,6,0,1,4,1,1,0,1,1,0,0,5,1,0,0,0,1,1,1,1,1,2,1,10
"hsa-miR-556-3p",0,3,1,3,0,0,0,0,0,2,1,1,1,2,0,4,0,0,2,1,6,2,0,1,3,1,2,1,4,0,0,1,6,3,3,0,2,2,3,1,0,1,1,1,3
"hsa-miR-557",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-558",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-559",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-561-5p",1,9,8,8,3,5,6,22,2,15,0,2,0,0,3,0,30,13,2,1,9,3,4,1,1,5,0,1,16,0,8,52,8,5,3,2,9,1,5,27,1,31,12,8,1
